,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
687,Tommy St. Jago,13.0,1200.0,92.3076923076923,188.0,83.0,22,7.01,0.0,0.0,0.14,0.0,1.01,0.83,0.0,0.53,0.94,0.12,0.45,143.4,0.8,0.0,25.0,2.62,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,0.0,Holland (Eredivisie),0.89,135,0.0,0.0,0.0,0.11950000000000001,€12M - €20M,16000000.0
688,Mory Diaw,13.0,1067.0,82.07692307692308,198.0,98.0,29,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,80.7,0.0,0.0,1.0,0.0,0.0,0.67,0.0,-0.02,5.0,4.0,19.0,0.0,2.0,0.0,0.0,Switzerland (Super League),0.0,115,28.0,0.0,0.0,0.07563261480787255,€240K - €2.4M,1320000.0
689,Niklas Geyrhofer,12.0,1110.0,92.5,188.0,77.0,22,6.83,0.0,0.0,0.17,0.0,0.75,0.0,0.08,0.16,0.95,0.0,0.0,135.3,0.77,3.0,8.0,2.68,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,1.0,Austria (Admiral Bundesliga),1.0,124,0.0,0.0,0.0,0.1218918918918919,€4.5M - €6M,5250000.0
690,Dylan Louiserre,14.0,1132.0,80.85714285714286,172.0,62.0,27,6.84,2.0,0.16,0.5,0.0,1.8,0.16,0.08,0.56,0.89,0.66,0.16,152.9,0.55,0.0,25.0,1.19,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.0,France (Ligue 1),0.67,114,0.0,0.0,1.1111111111111112,0.13507067137809187,€2.1M - €4.7M,3400000.0
691,Samuel Piette,27.0,2423.0,89.74074074074075,171.0,78.0,27,7.23,3.0,0.11,0.43,0.0,0.95,0.07,0.19,0.93,0.89,0.27,0.74,260.9,0.52,0.0,50.0,0.89,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,5.0,U.S.A. (MLS),0.72,116,0.0,0.0,3.1578947368421053,0.10767643417251341,€500K - €5.2M,2850000.0
692,Radosław Murawski,19.0,1622.0,85.36842105263158,173.0,68.0,28,7.13,1.0,0.06,0.44,0.0,0.42,0.58,0.22,0.72,0.89,0.0,0.28,152.3,0.4,1.0,41.0,1.05,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,1.0,Poland (Ekstraklasa),0.86,117,0.0,0.0,2.380952380952381,0.09389642416769421,€170K - €1.7M,935000.0
693,Andrea Settembrini,12.0,1093.0,91.08333333333333,176.0,73.0,30,7.11,3.0,0.25,0.5,0.0,1.39,0.97,0.0,0.49,0.92,0.25,0.08,136.4,0.75,0.0,25.0,1.65,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.96,0.0,Italy (Serie B),0.88,106,0.0,0.0,2.1582733812949644,0.12479414455626715,€120K - €1.2M,660000.0
694,Josip Šutalo,11.0,981.0,89.18181818181819,184.0,81.0,22,6.88,1.0,0.09,0.44,0.0,1.38,0.0,0.09,0.28,0.94,0.0,0.0,118.8,0.73,1.0,11.0,2.57,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68,0.0,France (Ligue 1),1.0,126,0.0,0.0,0.7246376811594204,0.12110091743119265,€6M - €9.6M,7800000.0
695,Robert Piris Da Motta,37.0,3324.0,89.83783783783784,178.0,73.0,28,7.31,2.0,0.05,0.24,0.0,0.02,0.23,0.19,0.0,0.73,0.0,0.0,47.6,0.39,0.0,54.0,0.14,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62,0.0,Paraguay (Primera División),0.9,122,0.0,0.0,100.0,0.014320096269554754,€75K - €750K,412500.0
696,Etienne Green,16.0,1343.0,83.9375,192.0,87.0,22,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.6,0.0,0.0,87.1,0.0,0.0,0.0,0.0,0.0,1.01,0.0,-0.02,5.0,5.0,15.0,0.0,2.0,0.0,0.0,France (Ligue 2),0.0,124,25.0,0.0,0.0,0.0648548026805659,€3.9M - €8.2M,6050000.0
697,Edmilson Dove,12.0,1016.0,84.66666666666667,180.0,72.0,28,6.91,0.0,0.0,0.0,0.0,0.48,0.18,0.18,0.44,0.93,0.6,0.09,118.4,0.67,0.0,8.0,2.66,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,1.0,France (Ligue 2),0.77,115,0.0,0.0,0.0,0.11653543307086615,€450K - €4.5M,2475000.0
698,Andreas Hanche-Olsen,11.0,990.0,90.0,185.0,83.0,25,6.84,1.0,0.09,0.25,0.0,0.54,0.0,0.0,1.09,0.91,0.25,0.36,126.1,0.81,4.0,12.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,Belgium (Pro League),0.72,123,0.0,0.0,1.8518518518518516,0.12737373737373736,€7M - €8.8M,7900000.0
699,Gabriel Neves,33.0,2514.0,76.18181818181819,171.0,72.0,25,7.19,2.0,0.07,0.42,0.0,2.01,0.51,0.18,1.18,0.91,0.12,0.18,274.9,0.49,0.0,19.0,0.89,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,2.0,Brazil (Brasileiro Série A),0.85,129,0.0,0.0,0.9950248756218907,0.10934765314240254,€5M - €10.5M,7750000.0
700,Jordan Marié,13.0,1145.0,88.07692307692308,177.0,73.0,31,6.89,2.0,0.16,0.33,0.0,1.04,0.08,0.08,1.1,0.92,0.23,0.31,155.6,0.61,0.0,30.0,1.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.22,3.0,France (Ligue 1),0.89,115,0.0,0.0,1.923076923076923,0.13589519650655021,€160K - €1.6M,880000.0
701,Eduardo Henrique,11.0,886.0,80.54545454545455,186.0,73.0,27,6.88,0.0,0.0,0.5,0.0,0.58,0.23,0.1,1.22,0.92,0.11,0.1,116.1,0.68,0.0,8.0,1.12,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.38,2.0,Portugal (Primeira Liga),1.0,116,0.0,0.0,0.0,0.13103837471783294,€350K - €1.1M,725000.0
702,Fredrik Midtsjø,12.0,917.0,76.41666666666667,175.0,69.0,29,7.02,0.0,0.0,0.5,0.0,1.53,1.08,0.1,1.08,0.91,0.25,0.1,126.2,0.52,0.0,19.0,1.37,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,Holland (Eredivisie),0.94,140,0.0,0.0,0.0,0.1376226826608506,€4.7M,2350002.0
703,Cameron Puertas,12.0,1028.0,85.66666666666667,178.0,77.0,24,7.0,1.0,0.09,0.5,0.0,0.73,0.26,0.09,1.23,0.91,0.16,0.44,144.5,0.7,0.0,21.0,1.58,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,Belgium (Pro League),0.82,127,0.0,0.0,1.36986301369863,0.14056420233463035,€7.2M - €9M,8100000.0
704,Johan Felipe Vásquez,15.0,1350.0,90.0,182.0,72.0,24,6.89,1.0,0.07,0.33,0.0,0.51,0.0,0.0,0.0,0.93,0.0,0.07,156.9,0.78,3.0,14.0,1.87,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.73,2.0,Italy (Serie A),0.81,128,0.0,0.0,1.9607843137254901,0.11622222222222223,€5.2M - €8.6M,6900000.0
705,Lukas Spendlhofer,11.0,903.0,82.0909090909091,187.0,85.0,29,6.86,0.0,0.0,0.0,0.0,0.62,0.11,0.0,0.0,0.9,0.0,0.1,103.2,0.85,0.0,10.0,3.49,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.65,0.0,Italy (Serie B),0.78,111,0.0,0.0,0.0,0.11428571428571428,€75K - €750K,412500.0
706,Andre Wisdom,30.0,2585.0,86.16666666666667,186.0,78.0,29,7.11,2.0,0.07,0.24,0.0,1.31,0.17,0.0,0.14,0.89,0.0,0.07,190.2,0.79,2.0,17.0,1.78,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,U.S.A. (MLS),0.9,116,0.0,0.0,1.5267175572519083,0.07357833655705996,€275K - €2.8M,1537500.0
707,Dario Zuparic,36.0,3143.0,87.30555555555556,188.0,84.0,30,6.94,2.0,0.06,0.25,0.0,0.75,0.0,0.06,0.06,0.87,0.0,0.11,218.1,0.81,5.0,31.0,1.83,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.88,0.0,U.S.A. (MLS),0.87,123,0.0,0.0,2.6666666666666665,0.06939230034998409,€425K - €4.2M,2312500.0
708,Maxence Prévot,14.0,1260.0,90.0,187.0,81.0,25,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.54,0.0,0.0,88.8,0.0,0.0,0.0,0.0,0.0,1.5,0.0,-0.01,12.0,14.0,43.0,0.0,1.0,0.0,0.0,France (Ligue 1),0.0,124,69.0,0.0,0.0,0.07047619047619047,€275K - €2.8M,1537500.0
709,Otávio,17.0,1454.0,85.52941176470588,173.0,73.0,28,6.98,1.0,0.06,0.4,0.0,0.47,0.9,0.19,0.93,0.92,0.33,0.19,173.7,0.61,2.0,25.0,1.05,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,1.0,Brazil (Brasileiro Série A),0.83,129,0.0,0.0,2.127659574468085,0.11946354883081155,€9.4M - €12M,10700000.0
710,Simone Scuffet,11.0,959.0,87.18181818181819,193.0,86.0,26,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.47,0.0,0.0,66.3,0.0,0.0,0.0,0.0,0.0,0.66,-37.59,-0.04,8.0,5.0,24.0,0.0,1.0,0.0,0.0,Cyprus (A' Katigorías),0.0,124,37.0,-0.9843043362596434,0.0,0.06913451511991657,€140K - €1.4M,770000.0
711,Dimitri Bisoli,11.0,990.0,90.0,180.0,72.0,28,6.85,0.0,0.0,0.25,0.0,1.23,0.0,0.09,0.73,0.91,0.14,0.09,134.5,0.77,0.0,10.0,0.36,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,1.0,Italy (Serie B),0.91,122,0.0,0.0,0.0,0.13585858585858585,€600K - €5.8M,3200000.0
712,Théo Valls,23.0,2063.0,89.69565217391305,178.0,72.0,26,6.98,3.0,0.13,0.32,0.0,1.88,0.35,0.31,1.18,0.88,0.33,0.13,297.7,0.7,0.0,21.0,1.48,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.93,1.0,Switzerland (Super League),0.76,122,0.0,0.0,1.595744680851064,0.1443044110518662,€325K - €3.2M,1762500.0
713,Marcos Senesi,13.0,1082.0,83.23076923076923,184.0,79.0,25,7.24,1.0,0.08,0.25,0.0,0.37,0.2,0.0,0.25,0.95,0.0,0.0,127.4,0.76,2.0,8.0,2.66,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.48,2.0,Holland (Eredivisie),0.5,146,0.0,0.0,2.7027027027027026,0.11774491682070241,€54M - €68M,61000000.0
714,Mato Jajalo,16.0,1100.0,68.75,182.0,77.0,34,6.98,2.0,0.16,0.3,0.0,2.16,0.16,0.08,0.9,0.89,0.38,0.25,154.6,0.67,1.0,18.0,1.55,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,France (Ligue 2),0.82,115,0.0,0.0,0.9259259259259258,0.14054545454545453,€120K - €375K,247500.0
715,Brayan Cortés,19.0,1684.0,88.63157894736842,186.0,80.0,27,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.49,0.0,0.0,106.2,0.0,0.0,0.0,0.0,0.0,0.86,0.0,-0.03,18.0,14.0,31.0,0.0,3.0,0.0,0.0,U.S.A. (MLS),0.67,123,63.0,0.0,0.0,0.06306413301662708,€800K - €7.8M,4300000.0
716,Jaílson,41.0,3625.0,88.41463414634147,187.0,74.0,27,6.92,1.0,0.02,0.17,0.0,1.23,0.0,0.07,0.17,0.91,0.2,0.1,296.7,0.78,5.0,59.0,1.66,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.34,2.0,Brazil (Brasileiro Série A),0.96,127,0.0,0.0,0.8130081300813008,0.08184827586206896,€275K - €2.6M,1437500.0
717,Branco van den Boomen,15.0,1147.0,76.46666666666667,188.0,75.0,27,7.07,1.0,0.08,0.27,0.0,1.0,0.31,0.08,1.57,0.88,0.4,0.08,158.4,0.89,0.0,10.0,1.57,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0,France (Ligue 2),0.65,122,0.0,0.0,1.0,0.13809938971229294,€60K - €600K,330000.0
718,Yohann Magnin,14.0,1174.0,83.85714285714286,183.0,71.0,25,6.81,0.0,0.0,0.25,0.0,0.92,0.15,0.15,1.3,0.89,0.4,0.54,172.6,0.75,0.0,16.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,1.0,France (Ligue 1),0.68,121,0.0,0.0,0.0,0.14701873935264054,€650K - €6.4M,3525000.0
719,Mathieu Deplagne,12.0,1057.0,88.08333333333333,183.0,78.0,31,6.91,0.0,0.0,0.25,0.0,0.48,0.26,0.0,1.02,0.94,0.23,0.51,150.2,0.9,2.0,21.0,2.64,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,3.0,France (Ligue 1),0.75,120,0.0,0.0,0.0,0.14210028382213813,€3.7M - €8M,5850000.0
720,Dru Yearwood,27.0,2462.0,91.18518518518519,175.0,63.0,22,6.84,2.0,0.07,0.25,0.0,3.33,0.15,0.07,1.02,0.88,0.47,0.07,325.1,0.71,2.0,26.0,1.06,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,3.0,U.S.A. (MLS),0.78,120,0.0,0.0,0.6006006006006006,0.13204711616571893,€650K - €6.6M,3625000.0
721,Robert Rojas,27.0,2412.0,89.33333333333333,177.0,75.0,26,7.21,0.0,0.0,0.15,0.0,1.6,0.06,0.07,0.52,0.91,0.27,0.45,239.6,0.76,2.0,39.0,2.35,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.57,3.0,Argentina (Liga Profesional),0.85,131,0.0,0.0,0.0,0.09933665008291874,€900K - €8.8M,4850000.0
722,Jordan Lefort,15.0,1380.0,92.0,184.0,81.0,29,7.06,0.0,0.0,0.0,0.0,1.27,0.43,0.07,0.07,0.94,0.0,0.0,158.1,0.79,2.0,13.0,3.39,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.87,3.0,Switzerland (Super League),1.0,118,0.0,0.0,0.0,0.11456521739130435,€230K - €2.3M,1265000.0
723,Alessandro Fiordaliso,11.0,990.0,90.0,184.0,73.0,23,7.11,1.0,0.09,0.3,0.0,0.9,0.1,0.0,0.82,0.96,0.26,0.36,136.7,0.82,2.0,15.0,2.09,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.09,6.0,Italy (Serie C/A),0.95,119,0.0,0.0,1.1111111111111112,0.13808080808080808,€325K - €3.4M,1862500.0
724,Arthur Theate,17.0,1523.0,89.58823529411765,186.0,76.0,22,6.82,0.0,0.0,0.0,0.0,0.88,0.15,0.06,0.12,0.95,0.0,0.12,179.5,0.81,2.0,17.0,2.72,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,0.0,Italy (Serie A),0.64,143,0.0,0.0,0.0,0.11785948785292187,€29M - €38M,33500000.0
725,Simone Pasa,11.0,870.0,79.0909090909091,184.0,85.0,28,6.82,0.0,0.0,0.0,0.0,0.09,0.11,0.0,0.83,0.94,0.0,0.1,118.3,0.66,0.0,11.0,1.24,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,0.0,Italy (Serie B),0.94,112,0.0,0.0,0.0,0.13597701149425287,€220K - €2.2M,1210000.0
726,Jordi Amat,12.0,1030.0,85.83333333333333,184.0,83.0,30,6.9,0.0,0.0,0.33,0.0,0.2,0.09,0.0,0.09,0.96,0.5,0.09,118.4,0.72,2.0,14.0,2.18,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89,0.0,Belgium (Pro League),0.83,126,0.0,0.0,0.0,0.11495145631067961,€4.6M - €9.6M,7100000.0
727,Abdoulaye Sissako,12.0,957.0,79.75,186.0,80.0,24,6.93,1.0,0.09,0.4,0.0,2.5,0.09,0.0,1.03,0.93,0.09,0.38,129.3,0.67,0.0,15.0,0.85,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,1.0,Belgium (Pro League),1.0,123,0.0,0.0,0.4,0.13510971786833856,€425K - €4.1M,2262500.0
728,Jonathan Bond,34.0,3033.0,89.20588235294117,192.0,86.0,29,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.47,0.0,0.0,174.3,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,26.0,18.0,46.0,0.0,2.0,0.0,0.0,U.S.A. (MLS),0.0,116,90.0,0.0,0.0,0.05746785361028685,€325K - €3.2M,1762500.0
729,Lucas Ribeiro,31.0,2495.0,80.48387096774194,190.0,80.0,23,6.64,1.0,0.04,0.09,0.0,0.8,0.04,0.0,0.25,0.89,0.28,0.29,209.3,0.74,2.0,31.0,0.79,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37,2.0,Brazil (Brasileiro Série A),0.89,122,0.0,0.0,1.25,0.0838877755511022,€450K - €4.5M,2475000.0
730,Fredrik Aursnes,16.0,1354.0,84.625,179.0,71.0,26,7.28,4.0,0.27,0.35,0.0,2.47,1.01,0.33,0.93,0.89,0.33,0.2,185.6,0.37,0.0,30.0,1.46,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.92,0.0,Holland (Eredivisie),0.74,133,0.0,0.0,1.6194331983805668,0.13707533234859676,€12M - €21M,16500000.0
731,Mauricio Arboleda,20.0,1800.0,90.0,185.0,76.0,26,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.55,0.0,0.0,86.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.01,11.0,11.0,27.0,0.0,2.0,0.0,0.0,Argentina (Liga Profesional),0.0,123,49.0,0.0,0.0,0.04788888888888889,€2.2M - €5M,3600000.0
732,Massimiliano Busellato,12.0,1065.0,88.75,174.0,71.0,29,6.78,0.0,0.0,0.0,0.0,0.36,0.0,0.08,0.85,0.88,0.33,0.25,132.0,0.69,2.0,27.0,1.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,1.0,Italy (Serie B),0.78,113,0.0,0.0,0.0,0.12394366197183099,€250K - €2.6M,1425000.0
733,Denis Kolinger,13.0,1161.0,89.3076923076923,199.0,92.0,28,7.21,1.0,0.08,0.23,0.0,0.86,0.09,0.08,0.08,0.91,0.0,0.16,111.6,0.86,1.0,18.0,1.47,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,0.0,Denmark (Superliga),0.9,121,0.0,0.0,1.1627906976744187,0.09612403100775194,€170K - €1.7M,935000.0
734,Niels Nkounkou,13.0,1170.0,90.0,180.0,76.0,21,6.78,0.0,0.0,0.0,0.0,0.2,0.15,0.08,1.46,0.92,0.14,0.46,160.9,0.75,0.0,20.0,2.77,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54,0.0,France (Ligue 1),0.83,116,0.0,0.0,0.0,0.13752136752136754,€325K - €3.3M,1812500.0
735,Gustavo Assunção,17.0,1450.0,85.29411764705883,178.0,66.0,22,7.11,0.0,0.0,0.22,0.0,1.23,0.79,0.12,1.18,0.94,0.0,0.0,205.4,0.77,2.0,11.0,1.12,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,2.0,Portugal (Primeira Liga),0.85,133,0.0,0.0,0.0,0.1416551724137931,€9.2M - €15M,12100000.0
736,Nayef Aguerd,11.0,1099.0,99.9090909090909,188.0,76.0,26,7.13,0.0,0.0,0.25,0.0,0.4,0.33,0.0,0.08,0.95,0.0,0.0,124.3,0.8,2.0,7.0,2.95,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,France (Ligue 1),0.82,127,0.0,0.0,0.0,0.11310282074613284,€800K - €8M,4400000.0
737,Brendan Chardonnet,11.0,1049.0,95.36363636363636,183.0,80.0,27,6.78,1.0,0.09,0.25,0.0,1.47,0.0,0.0,0.09,0.93,0.5,0.17,122.9,0.82,2.0,13.0,1.89,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7,1.0,France (Ligue 1),0.6,125,0.0,0.0,0.6802721088435374,0.11715919923736892,€550K - €5.6M,3075000.0
738,Alexandre Oukidja,12.0,1026.0,85.5,184.0,78.0,34,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.51,0.0,0.0,67.2,0.0,0.0,3.0,0.0,0.0,1.75,0.0,-0.01,12.0,12.0,26.0,0.0,2.0,0.0,0.0,France (Ligue 1),0.0,123,50.0,0.0,0.0,0.06549707602339182,€300K - €1M,650000.0
739,Remi Walter,34.0,2889.0,84.97058823529412,174.0,70.0,27,6.93,6.0,0.19,0.47,0.0,2.6,0.2,0.09,1.12,0.86,0.2,0.0,278.2,0.64,1.0,11.0,0.81,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.99,2.0,U.S.A. (MLS),0.71,120,0.0,0.0,2.3076923076923075,0.0962962962962963,€475K - €4.7M,2587500.0
740,Pedro Ferreira,12.0,1089.0,90.75,187.0,83.0,24,6.86,0.0,0.0,0.0,0.0,0.3,0.36,0.17,0.58,0.9,0.0,0.17,156.3,0.82,0.0,19.0,1.32,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.87,0.0,Holland (Eredivisie),0.59,118,0.0,0.0,0.0,0.1435261707988981,€325K - €3.2M,1762500.0
741,Jack Price,36.0,3193.0,88.69444444444444,171.0,69.0,29,7.25,3.0,0.08,0.38,0.0,0.61,0.74,0.08,0.31,0.86,0.0,0.03,173.2,0.6,2.0,49.0,0.39,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.47,1.0,U.S.A. (MLS),0.89,119,0.0,0.0,4.918032786885246,0.05424365800187911,€230K - €2.3M,1265000.0
742,Gabriele Corbo,26.0,2507.0,96.42307692307692,186.0,82.0,22,7.0,1.0,0.04,0.11,0.0,1.05,1.84,0.04,0.25,0.96,0.0,0.22,295.5,0.81,8.0,17.0,2.3,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.68,1.0,U.S.A. (MLS),0.81,115,0.0,0.0,0.9523809523809523,0.11786996410051855,€700K - €6.8M,3750000.0
743,Tiago Casasola,14.0,1234.0,88.14285714285714,186.0,80.0,27,7.2,0.0,0.0,0.14,0.0,0.2,0.1,0.22,0.8,0.87,0.32,0.22,121.6,0.84,4.0,10.0,2.19,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.76,1.0,Argentina (Liga Profesional),0.89,122,0.0,0.0,0.0,0.09854132901134521,€240K - €2.4M,1320000.0
744,Elio Capradossi,15.0,1380.0,92.0,185.0,78.0,26,6.91,0.0,0.0,0.25,0.0,0.29,0.07,0.0,0.33,0.92,0.0,0.2,157.5,0.77,1.0,14.0,2.09,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,1.0,Italy (Serie A),0.9,127,0.0,0.0,0.0,0.11413043478260869,€200K - €2M,1100000.0
745,Celso Ortiz,16.0,1331.0,83.1875,175.0,69.0,33,7.1,0.0,0.0,0.08,0.0,0.73,1.15,0.34,1.35,0.81,0.3,0.88,134.7,0.6,0.0,27.0,1.35,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,3.0,Mexico (Liga BBVA MX),0.76,125,0.0,0.0,0.0,0.10120210368144252,€110K - €1.1M,605000.0
746,Simon Piesinger,12.0,931.0,77.58333333333333,192.0,83.0,30,7.23,2.0,0.19,0.4,0.0,0.83,0.0,0.19,0.29,0.86,0.0,0.0,51.4,0.75,1.0,6.0,1.26,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.0,Denmark (Superliga),0.92,116,0.0,0.0,2.4096385542168677,0.05520945220193341,€110K - €1.1M,605000.0
747,Marco Kana,17.0,1438.0,84.58823529411765,182.0,78.0,20,6.92,0.0,0.0,0.27,0.0,1.11,0.48,0.06,0.38,0.94,0.33,0.19,166.7,0.71,4.0,16.0,2.44,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,Belgium (Pro League),0.71,128,0.0,0.0,0.0,0.11592489568845618,€21M - €34M,27500000.0
748,Germán Conti,30.0,2633.0,87.76666666666667,193.0,82.0,28,6.84,3.0,0.1,0.2,0.0,0.34,0.0,0.03,0.03,0.87,0.0,0.0,149.4,0.89,0.0,32.0,1.13,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,0.0,Brazil (Brasileiro Série A),1.0,121,0.0,0.0,8.823529411764705,0.05674135966578048,€150K - €500K,325000.0
749,Hervé Koffi,14.0,1254.0,89.57142857142857,186.0,81.0,26,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.37,0.0,0.0,87.8,0.0,0.0,4.0,0.0,0.0,1.08,0.0,-0.03,7.0,13.0,19.0,0.0,2.0,0.0,0.0,Belgium (Pro League),0.0,125,39.0,0.0,0.0,0.07001594896331738,€7M - €8.6M,7800000.0
750,José Antonio Martínez,34.0,2667.0,78.44117647058823,188.0,80.0,29,7.1,2.0,0.07,0.38,0.0,0.41,0.03,0.03,0.17,0.93,0.33,0.07,266.8,0.82,3.0,25.0,1.35,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42,1.0,U.S.A. (MLS),0.9,118,0.0,0.0,4.878048780487805,0.10003749531308587,€275K - €2.8M,1537500.0
751,Wilfrid Kaptoum,34.0,2649.0,77.91176470588235,174.0,72.0,26,6.84,1.0,0.03,0.27,0.0,1.48,0.14,0.07,1.43,0.87,0.26,0.24,307.9,0.74,1.0,27.0,1.02,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.0,U.S.A. (MLS),0.74,126,0.0,0.0,0.6756756756756757,0.11623254058135145,€210K - €2.1M,1155000.0
752,Edgar Elizalde,11.0,990.0,90.0,183.0,77.0,22,6.92,0.0,0.0,0.25,0.0,1.04,0.1,0.09,0.09,0.93,0.0,0.64,110.3,0.73,1.0,15.0,1.82,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55,0.0,Italy (Serie B),0.58,114,0.0,0.0,0.0,0.11141414141414141,€900K - €2.1M,1500000.0
753,Thiago Maia,25.0,2474.0,98.96,179.0,76.0,25,7.12,4.0,0.15,0.33,0.0,2.73,0.59,0.11,0.51,0.84,0.22,0.22,178.4,0.84,0.0,47.0,0.84,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.73,3.0,Brazil (Brasileiro Série A),0.78,134,0.0,0.0,1.465201465201465,0.07210994341147939,€7.8M - €13M,10400000.0
